57f7cdbbf90a8310f062b159,../images/12941/上衣/57f7cdbbf90a8310f062b159.jpg,#333333,1,0,1,1,0,2
57f7cdb4f90a8310f062b145,../images/13859/上衣/57f7cdb4f90a8310f062b145.jpg,#663333,0,0,1,1,0,2
57f7cdb0f90a8310f062b13d,../images/13883/上衣/57f7cdb0f90a8310f062b13d.jpg,#ffffff,1,0,1,1,0,2
57f7cdb0f90a8310f062b13b,../images/13947/上衣/57f7cdb0f90a8310f062b13b.jpg,#333333,1,3,1,1,1,2
57f7cdadf90a8310f062b137,../images/14243/上衣/57f7cdadf90a8310f062b137.jpg,#ffffff,1,1,1,1,0,2
57f7cda9f90a8310f062b129,../images/14611/上衣/57f7cda9f90a8310f062b129.jpg,#9999cc,1,1,1,1,0,2
57f7cda7f90a8310f062b121,../images/14955/上衣/57f7cda7f90a8310f062b121.jpg,#333333,1,0,1,0,0,2
57f7cda2f90a8310f062b118,../images/16267/上衣/57f7cda2f90a8310f062b118.jpg,#cccccc,1,1,0,1,0,2
57f7cda3f90a8310f062b119,../images/16267/上衣/57f7cda3f90a8310f062b119.jpg,#cccccc,1,2,1,1,0,2
57f7cda3f90a8310f062b11a,../images/16267/上衣/57f7cda3f90a8310f062b11a.jpg,#ffcccc,0,1,1,1,0,2
57f7cd99f90a8310f062b0ff,../images/16783/上衣/57f7cd99f90a8310f062b0ff.jpg,#333333,1,2,1,1,0,2
57f7cd9af90a8310f062b103,../images/16793/上衣/57f7cd9af90a8310f062b103.jpg,#333333,1,0,1,1,0,2
57f7cd93f90a8310f062b0fa,../images/17397/上衣/57f7cd93f90a8310f062b0fa.jpg,#333366,1,0,1,1,0,2
57f7cd85f90a8310f062b0df,../images/17695/上衣/57f7cd85f90a8310f062b0df.jpg,#000000,1,3,1,1,0,2
57f7cd84f90a8310f062b0dd,../images/17977/上衣/57f7cd84f90a8310f062b0dd.jpg,#3399cc,1,1,1,1,0,2
57f7cd86f90a8310f062b0e1,../images/17977/上衣/57f7cd86f90a8310f062b0e1.jpg,#9999cc,1,1,1,1,0,2
57f7cd89f90a8310f062b0e9,../images/18021/上衣/57f7cd89f90a8310f062b0e9.jpg,#996666,0,0,1,0,0,0
57f7cd8cf90a8310f062b0f1,../images/18079/上衣/57f7cd8cf90a8310f062b0f1.jpg,#333333,1,0,1,1,0,2
57f7cd6ef90a8310f062b0ce,../images/19073/上衣/57f7cd6ef90a8310f062b0ce.jpg,#ffffff,1,0,1,1,0,2
57f7cd5cf90a8310f062b0bb,../images/20431/上衣/57f7cd5cf90a8310f062b0bb.jpg,#333333,1,2,1,1,0,2
57f7cd5ff90a8310f062b0c3,../images/20619/上衣/57f7cd5ff90a8310f062b0c3.jpg,#ffcc33,0,1,2,1,4,2
57f7cd63f90a8310f062b0c4,../images/20865/上衣/57f7cd63f90a8310f062b0c4.jpg,#000000,1,1,1,1,0,2
57f7cd4cf90a8310f062b09f,../images/21655/上衣/57f7cd4cf90a8310f062b09f.jpg,#333333,1,0,2,0,0,2
57f7cd4df90a8310f062b0a3,../images/21717/上衣/57f7cd4df90a8310f062b0a3.jpg,#cccccc,1,0,1,1,0,2
