上衣,卫衣,棕色,长袖,中,宽松,短款,57453,http://item.yohobuy.com/product/pro_242885_318023/HOODBYAIRFREEDOMCREWNECK2F15M2012KHAKI.html,57f7c9d8f90a8310f062a744
上衣,衬衫,白色,长袖,中,正常,适中,57617,http://item.yohobuy.com/product/pro_549986_681632/KRBLLanBuWu400RWChunSeChenYi.html,57f7c9d9f90a8310f062a74b
上衣,夹克,白色,长袖,中,正常,适中,57617,http://item.yohobuy.com/product/pro_549996_681642/KRBLLanBuWu510CWJiaoLianJiaKe.html,57f7c9d9f90a8310f062a74a
上衣,夹克,蓝色,长袖,中,正常,适中,57721,http://item.yohobuy.com/product/pro_499826_624732/HEVRTBREVKERHBA603JK19JiaKe.html,57f7c9d8f90a8310f062a745
上衣,T恤,黑色,长袖,中,宽松,适中,57315,http://item.yohobuy.com/product/pro_524298_652042/HOODBYAIRMEATBOXTEENECKDETAILBLACKMULTICOLOTXuHMAB010F160440141088.html,57f7c9d8f90a8310f062a748
上衣,卫衣,黑色,长袖,中,正常,适中,57725,http://item.yohobuy.com/product/pro_590994_729998/FURY%20ANIMALS%20weiyi%20400179heise.html,57f7c9d8f90a8310f062a746
上衣,夹克,黑色,长袖,中,正常,适中,57619,http://item.yohobuy.com/product/pro_573198_708686/JUNRAGE%20fanlingyinhuawaitao%20JR-SURD-02.html,57f7c9d9f90a8310f062a750
上衣,T恤,蓝色,长袖,中,正常,适中,57619,http://item.yohobuy.com/product/pro_550040_681688/SAINTJAMES985888ChangXiuTXuShan.html,57f7c9d9f90a8310f062a74f
上衣,卫衣,黑色,长袖,薄,正常,适中,57491,http://item.yohobuy.com/product/pro_546918_678048/FAIRWHALEJEANSTaoTouDaiMao716306038001.html,57f7c9d9f90a8310f062a74e
上衣,卫衣,黑色,长袖,中,正常,适中,57675,http://item.yohobuy.com/product/pro_480988_602682/DVSACTIONZIPRuanBingGanZhuChangTongKuanMaoShanDVA0000477001.html,57f7c9daf90a8310f062a753
上衣,卫衣,黑色,长袖,中,正常,适中,57675,http://item.yohobuy.com/product/pro_560824_693648/FAIRWHALEJEANSTaoTouDaiMao716306038003.html,57f7c9daf90a8310f062a754
